LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-23 19:13:19,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-58, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,,F8:4D:89:79:73:9A,-27,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:13:19,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-57, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,,F8:4D:89:79:73:9A,-28,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:13:19,1900-01-00 00:00:00,,F8:4D:89:79:73:9A,-27,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:13:19,1900-01-00 00:00:00,,F8:4D:89:79:73:9A,-27,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:13:19,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-57, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-57, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,Orange-46aG-2.4G,20:65:8E:83:BA:98,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,,1E:3B:F3:A3:D9:26,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,DIGI_88e250,CC:50:0A:88:E2:50,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,,F8:04:2E:2F:7A:61,-87,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:13:19,1900-01-00 00:00:00,Simonamt1,80:8C:97:2F:A1:3D,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,,F8:04:2E:2F:7A:61,-86,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:13:19,1900-01-00 00:00:00,,CC:50:0A:88:F3:E0,-83, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,Simonamt1,80:8C:97:2F:A1:3D,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,,D8:0D:17:0B:A5:AA,-86, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,DIGI_88f3e0,CC:50:0A:88:F3:E0,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:19,1900-01-00 00:00:00,Simonamt1,80:8C:97:2F:A1:3D,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:13:20,1900-01-00 00:00:00,DIGI_88f3e0,CC:50:0A:88:F3:E0,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
