LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-23 19:08:28,1900-01-00 00:00:00,,F4:F2:6D:A7:BD:2C,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,AC:64:CF:A6:89:35,-87,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:28,1900-01-00 00:00:00,,34:0A:98:7E:BD:84,-86, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,14:18:2A:3A:87:E1,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,6C:D7:19:18:65:C8,-84, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,F4:91:1E:C2:AA:13,-82, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,AC:64:CF:A6:89:35,-89,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:28,1900-01-00 00:00:00,,D4:46:49:7C:D8:38,-88, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,12:27:F5:ED:B3:81,-90, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,80:D4:A5:D1:DF:88,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,F8:D1:11:8F:D0:EC,-81, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,98:DE:D0:DD:A0:FE,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,BC:C0:0F:70:94:28,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,0C:41:E9:89:61:F0,-88, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,DIGI-S4Zd,14:18:2A:3A:87:E1,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,DIGI_1865c8,6C:D7:19:18:65:C8,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,,94:00:B0:5E:59:3C,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,IONDEL,80:D4:A5:D1:DF:88,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,DIGI_709428,BC:C0:0F:70:94:28,-84, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:28,1900-01-00 00:00:00,1ec2aa13,F4:91:1E:C2:AA:13,-82, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,7A:A0:7E:A1:E5:37,-88,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:29,1900-01-00 00:00:00,,2C:CF:58:9A:1D:D8,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,72:5A:B0:79:13:DD,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,7A:A0:7E:A1:E5:37,-85,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:29,1900-01-00 00:00:00,HUAWEI-hAE9,2C:CF:58:9A:1D:D8,-81, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,HUAWEI-hAE9,2C:CF:58:9A:1D:D8,-85, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,7A:A0:7E:A1:E5:37,-85,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:29,1900-01-00 00:00:00,HUAWEI-hAE9,2C:CF:58:9A:1D:D8,-81, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,70:4D:7B:18:C3:20,-81, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,F4:6B:EF:7C:EB:14,-71, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,TSK,70:4D:7B:18:C3:20,-82, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,CC:50:0A:88:E2:50,-73, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,DIGI_88e250,CC:50:0A:88:E2:50,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,54:48:E6:66:5B:04,-86,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:29,1900-01-00 00:00:00,DIGI_88e250,CC:50:0A:88:E2:50,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:29,1900-01-00 00:00:00,,1C:3B:F3:93:D9:26,-82, ,0.000000,0.000000,0.000,0.000,AP
