LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-23 19:08:46,1900-01-00 00:00:00,,34:0A:98:7E:BD:84,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:46,1900-01-00 00:00:00,,18:CF:24:6E:0F:78,-52, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,2C:CF:58:9A:1D:D8,-82, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,7A:A0:7E:A1:E5:37,-87,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:47,1900-01-00 00:00:00,HUAWEI-hAE9,2C:CF:58:9A:1D:D8,-83, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,40:B0:76:98:CE:EC,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,14:18:2A:37:ED:61,-88, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,C4:5B:BE:E5:60:6A,-77,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:47,1900-01-00 00:00:00,,F4:6B:EF:7C:EB:14,-84, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,CC:50:0A:88:E2:50,-72, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,40:7D:0F:95:78:F0,-86, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,DIGI_88e250,CC:50:0A:88:E2:50,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,10:C1:72:C2:B3:60,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,58:B6:23:40:F8:ED,-86,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:47,1900-01-00 00:00:00,,58:B6:23:40:F8:ED,-83,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:47,1900-01-00 00:00:00,,F8:4D:89:79:73:9A,-25,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:08:47,1900-01-00 00:00:00,,1E:3B:F3:A3:D9:26,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-54, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,58:D9:D5:CF:C0:91,-77, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:08:47,1900-01-00 00:00:00,,1C:3B:F3:93:D9:26,-82, ,0.000000,0.000000,0.000,0.000,AP
