LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-23 19:14:23,1900-01-00 00:00:00,,7C:C2:C6:15:3A:F6,-23,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:14:23,1900-01-00 00:00:00,,18:CF:24:6E:0F:78,-55, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:23,1900-01-00 00:00:00,,32:A3:55:11:7A:B2,-35,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:14:23,1900-01-00 00:00:00,,F8:4D:89:79:73:9A,-28,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:14:23,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-58, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:24,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-60, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:27,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-58, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:27,1900-01-00 00:00:00,,32:A3:55:11:7A:B2,-38,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:14:27,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-55, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:27,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-57, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-59, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-59, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-59, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-53, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-58, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-58, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-59, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:30,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-54, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:31,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-59, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:31,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-60, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:14:31,1900-01-00 00:00:00,DIGI-F2Nz,18:CF:24:6E:0F:78,-59, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
