LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-23 19:15:05,1900-01-00 00:00:00,,30:D1:7E:55:F6:34,-88, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,EA:48:B8:21:2F:C8,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,44:07:0B:84:C8:32,-88,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 19:15:05,1900-01-00 00:00:00,HUAWEI-i24q,30:D1:7E:55:F6:34,-87, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,F8:D1:11:8F:D0:EC,-86, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,98:DE:D0:DD:A0:FE,-88, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,F4:6B:EF:7C:EB:14,-85, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,6C:D7:19:18:65:C8,-89, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:05,1900-01-00 00:00:00,,94:00:B0:5E:59:3C,-87, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,D4:46:49:7C:D8:38,-90, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,12:27:F5:ED:B3:81,-90, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,80:D4:A5:D1:DF:88,-86, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,Telekom-hqKMxl,F4:6B:EF:7C:EB:14,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,DIGI-N3Gb,94:00:B0:5E:59:3C,-85, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,28:A6:DB:E8:F9:C8,-86, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,IONDEL,80:D4:A5:D1:DF:88,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,DIGI-N3Gb,94:00:B0:5E:59:3C,-87, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,Telekom-hqKMxl,F4:6B:EF:7C:EB:14,-82, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,2C:CF:58:9A:1D:D8,-84, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,C4:44:7D:2A:96:B8,-77, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,HUAWEI-hAE9,2C:CF:58:9A:1D:D8,-86, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,HUAWEI-hAE9,2C:CF:58:9A:1D:D8,-85, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,14:18:2A:31:DA:E1,-89, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,70:4D:7B:18:C3:20,-83, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,40:B0:76:98:CE:EC,-89, ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 19:15:06,1900-01-00 00:00:00,,14:18:2A:37:ED:61,-88, ,0.000000,0.000000,0.000,0.000,AP
